ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q223: Which party would you vote for if there were a national election tomorrow,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex
1065986902,2022-01-21 17:49:56,2022-01-21 17:49:56,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,2.0,1.0,5.0,5.0,4.0,6.0,1.0,10.0,1.0,5.0,6.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,5,3,2,2,3,3,2,1,2.0,1.0,5.0,5.0,4.0,6.0,1.0,5.0,6.0
1065976550,2022-01-21 17:42:56,2022-01-21 17:42:56,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Затрудняюсь ответить,Полностью не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,5.0,1.0,10.0,10.0,8.0,10.0,2.0,7.0,1.0,10.0,10.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,1,1,2,-1,5,-1,3,2,4,-1,3,0,5.0,1.0,10.0,10.0,8.0,10.0,1.0,10.0,10.0
1065975880,2022-01-21 17:42:30,2022-01-21 17:42:30,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,10.0,7.0,10.0,10.0,10.0,10.0,1.0,8.0,8.0,КПРФ,True,False,False,False,True,1,2,2,2,2,2,5,2,4,4,3,1,3,0,1.0,1.0,10.0,7.0,10.0,10.0,1.0,8.0,8.0
1065975263,2022-01-21 17:42:05,2022-01-21 17:42:05,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,5.0,3.0,8.0,3.0,8.0,8.0,6.0,6.0,8.0,3.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,3,3,2,2,3,-1,3,1,1.0,5.0,3.0,8.0,3.0,8.0,6.0,8.0,3.0
1065974541,2022-01-21 17:41:34,2022-01-21 17:41:34,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,Иммигранта,,,Скорее не согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,3.0,9.0,8.0,10.0,5.0,10.0,10.0,8.0,8.0,8.0,8.0,Яблоко,False,False,False,False,False,1,2,2,1,2,3,1,2,4,4,2,1,3,0,3.0,9.0,8.0,10.0,5.0,10.0,8.0,8.0,8.0
1065972919,2022-01-21 17:40:26,2022-01-21 17:40:26,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,,,,Иммигранта,,,Полностью не согласен,Полностью согласен,Затрудняюсь ответить,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,6.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,8.0,6.0,7.0,Справедливая Россия - За Правду,False,False,False,False,False,2,2,2,1,2,4,1,3,4,4,2,-1,3,0,6.0,5.0,5.0,5.0,5.0,6.0,8.0,6.0,7.0
1065971550,2022-01-21 17:39:30,2022-01-21 17:39:30,Мужской,30-49,сельский населённый пункт,male_30_49,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,6.0,3.0,10.0,2.0,5.0,1.0,5.0,5.0,КПРФ,False,True,False,False,True,1,2,1,2,2,-1,5,3,2,2,2,3,3,0,1.0,1.0,1.0,6.0,3.0,10.0,1.0,5.0,5.0
1065971427,2022-01-21 17:39:25,2022-01-21 17:39:25,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,КПРФ,False,False,False,False,False,1,2,1,2,2,2,5,2,4,3,2,1,3,0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
1065970594,2022-01-21 17:38:53,2022-01-21 17:38:53,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,1.0,8.0,9.0,3.0,7.0,10.0,7.0,1.0,8.0,9.0,Коммунистическая партия Коммунисты России,False,False,False,False,False,1,2,2,2,2,2,4,2,3,3,3,2,3,0,2.0,1.0,8.0,9.0,3.0,7.0,1.0,8.0,9.0
1065970541,2022-01-21 17:38:51,2022-01-21 17:38:51,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,,Человека другой расы,,Иммигранта,,,Полностью не согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Скорее доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,Коммунистическая партия Коммунисты России,True,False,False,False,True,2,1,2,1,2,4,5,2,2,4,2,1,3,0,1.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,10.0
1065970224,2022-01-21 17:38:38,2022-01-21 17:38:38,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,,Человека другой расы,,Иммигранта,Человека другой религии,,Скорее не согласен,Скорее согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Абсолютно не согласен,Одобряю,Затрудняюсь ответить,Мы должны пускать всех желающих,Абсолютно доверяю,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,5.0,5.0,7.0,Единая Россия,False,False,False,False,False,2,1,2,1,1,3,2,3,1,1,1,-1,1,1,1.0,1.0,1.0,5.0,3.0,1.0,5.0,5.0,7.0
1065969346,2022-01-21 17:38:03,2022-01-21 17:38:03,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,,,,,,Не против любого из перечисленных,Затрудняюсь ответить,Затрудняюсь ответить,Скорее согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,3.0,3.0,9.0,7.0,10.0,8.0,8.0,5.0,5.0,10.0,КПРФ,True,False,False,False,True,2,2,2,2,2,-1,-1,3,4,3,-1,1,2,0,1.0,3.0,3.0,9.0,7.0,10.0,5.0,5.0,10.0
1065969246,2022-01-21 17:37:58,2022-01-21 17:37:58,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,,,Затрудняюсь ответить,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,8.0,1.0,4.0,10.0,10.0,7.0,1.0,1.0,8.0,КПРФ,False,False,False,False,False,1,1,1,1,2,-1,5,3,3,3,4,1,3,0,1.0,1.0,8.0,1.0,4.0,10.0,1.0,1.0,8.0
1065968672,2022-01-21 17:37:33,2022-01-21 17:37:33,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,2.0,1.0,6.0,3.0,3.0,9.0,9.0,8.0,1.0,2.0,4.0,КПРФ,False,False,False,False,False,1,2,1,2,2,2,5,3,3,2,-1,2,2,0,2.0,1.0,6.0,3.0,3.0,9.0,1.0,2.0,4.0
1065967768,2022-01-21 17:36:57,2022-01-21 17:36:57,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Полностью не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,3.0,1.0,3.0,5.0,3.0,10.0,9.0,5.0,2.0,4.0,4.0,Единая Россия,True,False,False,False,True,1,2,1,2,2,3,5,2,3,4,-1,2,2,1,3.0,1.0,3.0,5.0,3.0,10.0,2.0,4.0,4.0
1065967650,2022-01-21 17:36:52,2022-01-21 17:36:52,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,2.0,2.0,5.0,3.0,3.0,8.0,6.0,8.0,1.0,3.0,6.0,КПРФ,True,False,False,False,True,1,2,2,2,2,2,4,-1,3,3,-1,2,3,0,2.0,2.0,5.0,3.0,3.0,8.0,1.0,3.0,6.0
1065967566,2022-01-21 17:36:48,2022-01-21 17:36:48,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Скорее доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,5.0,8.0,3.0,9.0,10.0,7.0,1.0,8.0,7.0,Партия пенсионеров,False,False,False,False,False,1,2,2,2,2,2,4,3,4,2,2,2,3,0,1.0,1.0,5.0,8.0,3.0,9.0,1.0,8.0,7.0
